,area_type,availability,location,society,total_sqft,bath,balcony,price,bedrooms
305,Super built-up  Area,18-Jul,9th Phase JP Nagar,,1050.0,2.0,2.0,39.0,2.0
306,Super built-up  Area,Ready To Move,9th Phase JP Nagar,,660.0,2.0,0.0,27.0,2.0
307,Built-up  Area,Ready To Move,9th Phase JP Nagar,NaensGa,600.0,1.0,0.0,20.0,1.0
308,Super built-up  Area,18-Mar,9th Phase JP Nagar,HMigond,1466.0,2.0,2.0,71.0,2.0
309,Built-up  Area,Ready To Move,9th Phase JP Nagar,ImiteEl,1890.0,2.0,2.0,93.0,3.0
310,Super built-up  Area,21-Sep,9th Phase JP Nagar,Vasisvi,1079.0,2.0,1.0,60.0,2.0
311,Super built-up  Area,21-Sep,9th Phase JP Nagar,Vasisvi,1480.0,2.0,1.0,80.0,2.0
312,Plot  Area,Ready To Move,9th Phase JP Nagar,,1200.0,2.0,0.0,80.0,2.0
313,Super built-up  Area,Ready To Move,9th Phase JP Nagar,NaensGa,905.0,2.0,1.0,32.0,2.0
314,Super built-up  Area,21-Sep,9th Phase JP Nagar,Vasisvi,1073.0,2.0,1.0,52.36,2.0
315,Super built-up  Area,Ready To Move,9th Phase JP Nagar,HMigond,1719.3,2.0,2.0,88.0,3.0
316,Super built-up  Area,18-Mar,9th Phase JP Nagar,HMigond,1780.0,3.0,2.0,88.0,3.0
318,Super built-up  Area,21-Sep,9th Phase JP Nagar,Vasisvi,1522.0,3.0,2.0,90.0,3.0
321,Built-up  Area,Ready To Move,9th Phase JP Nagar,NaensGa,890.0,2.0,2.0,45.0,2.0
323,Built-up  Area,Ready To Move,9th Phase JP Nagar,ImiteEl,5000.0,4.0,2.0,300.0,4.0
325,Super built-up  Area,18-Mar,9th Phase JP Nagar,,1050.0,2.0,2.0,35.0,2.0
326,Super built-up  Area,Ready To Move,9th Phase JP Nagar,HMigond,1331.95,2.0,2.0,69.0,2.0
327,Super built-up  Area,Ready To Move,AECS Layout,Soran U,1100.0,2.0,3.0,45.0,2.0
328,Super built-up  Area,Ready To Move,AECS Layout,Kamesar,1028.0,2.0,1.0,42.0,2.0
329,Super built-up  Area,Ready To Move,AECS Layout,CMoryma,1199.0,2.0,2.0,65.0,2.0
330,Super built-up  Area,Ready To Move,AECS Layout,Srestve,1080.0,2.0,2.0,55.0,2.0
331,Super built-up  Area,Ready To Move,AECS Layout,CMhamai,1123.0,2.0,2.0,64.0,2.0
332,Super built-up  Area,Ready To Move,AECS Layout,Concyvi,1308.0,2.0,1.0,60.0,2.0
333,Super built-up  Area,Ready To Move,AECS Layout,CMard B,1005.0,2.0,1.0,55.0,2.0
335,Super built-up  Area,Ready To Move,Abbigere,SLtias ,985.0,2.0,1.0,40.39,2.0
336,Built-up  Area,Ready To Move,Abbigere,,2200.0,6.0,2.0,68.0,6.0
337,Super built-up  Area,Ready To Move,Abbigere,,765.0,2.0,2.0,30.0,1.0
338,Super built-up  Area,21-Dec,Abbigere,,880.0,2.0,1.0,35.0,2.0
339,Super built-up  Area,Ready To Move,Abbigere,SLtias ,795.0,2.0,1.0,32.54,2.0
340,Super built-up  Area,Ready To Move,Abbigere,SLtias ,1005.0,2.0,1.0,39.59,2.0
341,Super built-up  Area,18-Jun,Abbigere,DSestma,734.0,1.0,0.0,19.82,1.0
343,Super built-up  Area,Ready To Move,Abbigere,SLtias ,1020.0,2.0,1.0,41.82,2.0
344,Super built-up  Area,Ready To Move,Abbigere,SLtias ,985.0,2.0,1.0,40.39,2.0
345,Built-up  Area,Ready To Move,Abbigere,,2500.0,6.0,0.0,81.0,6.0
346,Super built-up  Area,Ready To Move,Abbigere,SLtias ,795.0,2.0,1.0,32.54,2.0
347,Super built-up  Area,Ready To Move,Abbigere,SLtias ,1130.0,2.0,1.0,46.33,2.0
348,Super built-up  Area,Ready To Move,Abbigere,SLtias ,795.0,1.0,1.0,32.6,2.0
349,Built-up  Area,Ready To Move,Abbigere,,3000.0,8.0,0.0,150.0,8.0
350,Super built-up  Area,Ready To Move,Abbigere,SLtias ,985.0,2.0,1.0,38.92,2.0
351,Super built-up  Area,Ready To Move,Abbigere,SLtias ,1000.0,2.0,1.0,41.0,2.0
352,Super built-up  Area,Ready To Move,Abbigere,SLtias ,995.0,2.0,1.0,40.8,2.0
353,Super built-up  Area,Ready To Move,Abbigere,SLtias ,1020.0,2.0,1.0,40.8,2.0
354,Super built-up  Area,Ready To Move,Akshaya Nagar,SagasSa,1388.0,2.0,3.0,57.0,2.0
355,Super built-up  Area,Ready To Move,Akshaya Nagar,,1070.0,2.0,1.0,54.0,2.0
356,Built-up  Area,Ready To Move,Akshaya Nagar,,1280.0,2.0,2.0,58.0,2.0
357,Built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1662.0,3.0,3.0,85.1,3.0
358,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1897.0,3.0,2.0,120.0,3.0
359,Super built-up  Area,Ready To Move,Akshaya Nagar,,1410.0,2.0,2.0,75.0,3.0
360,Super built-up  Area,18-Mar,Akshaya Nagar,,1360.0,2.0,2.0,85.0,3.0
362,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1410.0,2.0,2.0,80.0,3.0
363,Built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1662.0,3.0,2.0,85.0,3.0
364,Plot  Area,Ready To Move,Akshaya Nagar,,1080.0,4.0,1.0,75.0,4.0
365,Built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1662.0,3.0,2.0,85.5,3.0
366,Built-up  Area,Ready To Move,Akshaya Nagar,,1280.0,2.0,1.0,60.0,2.0
367,Built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1666.0,3.0,2.0,95.0,3.0
368,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1575.0,3.0,2.0,90.0,3.0
369,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1430.0,2.0,2.0,75.0,3.0
370,Built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1419.0,2.0,3.0,73.0,3.0
371,Super built-up  Area,Ready To Move,Akshaya Nagar,,1280.0,2.0,1.0,60.0,2.0
372,Super built-up  Area,Ready To Move,Akshaya Nagar,SuBayin,1200.0,2.0,1.0,50.0,2.0
373,Super built-up  Area,18-May,Akshaya Nagar,Suiumy ,1092.0,2.0,1.0,60.0,2.0
374,Super built-up  Area,Ready To Move,Akshaya Nagar,,1690.0,3.0,2.0,85.0,3.0
376,Super built-up  Area,Ready To Move,Akshaya Nagar,,1897.0,4.0,2.0,93.0,3.0
377,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1884.0,3.0,3.0,98.0,3.0
378,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1314.0,2.0,2.0,68.8,2.0
379,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1690.0,3.0,2.0,85.0,3.0
380,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1265.0,2.0,3.0,67.0,2.0
381,Super built-up  Area,Ready To Move,Akshaya Nagar,,1126.0,2.0,1.0,55.0,2.0
383,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1662.0,3.0,2.0,90.0,3.0
384,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1420.0,2.0,2.0,75.0,3.0
385,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1412.0,2.0,3.0,88.0,3.0
386,Built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1434.0,3.0,3.0,84.0,3.0
387,Super built-up  Area,Ready To Move,Akshaya Nagar,,1890.0,4.0,2.0,100.0,3.0
389,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1419.0,2.0,3.0,87.0,3.0
390,Super built-up  Area,Ready To Move,Akshaya Nagar,Javasi ,1300.0,2.0,1.0,54.0,2.0
391,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1690.0,3.0,2.0,85.0,3.0
392,Super built-up  Area,Ready To Move,Akshaya Nagar,,1113.0,2.0,1.0,52.0,2.0
393,Super built-up  Area,Ready To Move,Akshaya Nagar,,1820.0,4.0,2.0,95.0,3.0
394,Super built-up  Area,Ready To Move,Akshaya Nagar,SagasSa,1100.0,2.0,2.0,48.0,2.0
395,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1896.0,3.0,2.0,102.0,3.0
396,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1300.0,2.0,2.0,66.0,2.0
397,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1225.0,2.0,0.0,68.0,2.0
398,Super built-up  Area,Ready To Move,Akshaya Nagar,,1179.0,2.0,1.0,51.0,2.0
399,Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1421.0,2.0,2.0,73.0,3.0
400,Super built-up  Area,Ready To Move,Akshaya Nagar,,1893.0,4.0,2.0,95.0,3.0
401,Built-up  Area,Ready To Move,Akshaya Nagar,Baalp S,900.0,2.0,1.0,45.0,2.0
402,Super built-up  Area,Ready To Move,Ambalipura,SJarkte,1105.0,2.0,1.0,75.0,2.0
403,Super built-up  Area,Ready To Move,Ambalipura,,1800.0,3.0,3.0,110.0,3.0
404,Built-up  Area,Ready To Move,Ambalipura,SJodsed,1150.0,2.0,2.0,80.0,2.0
405,Super built-up  Area,Ready To Move,Ambalipura,,1250.0,2.0,2.0,66.25,2.0
406,Super built-up  Area,Ready To Move,Ambalipura,Dimes E,1332.0,2.0,1.0,79.0,2.0
407,Super built-up  Area,Ready To Move,Ambalipura,SJarkte,1730.0,3.0,1.0,120.0,3.0
409,Super built-up  Area,Ready To Move,Ambalipura,,1230.0,2.0,2.0,66.25,2.0
410,Super built-up  Area,Ready To Move,Ambalipura,SJodsed,1351.0,2.0,1.0,77.0,2.0
414,Super built-up  Area,Ready To Move,Ambalipura,Dimes E,1303.0,2.0,2.0,80.0,2.0
415,Super built-up  Area,Ready To Move,Ambalipura,Dimes E,1607.0,2.0,2.0,112.0,3.0
416,Super built-up  Area,Ready To Move,Ambalipura,,770.0,1.0,2.0,43.82,1.0
417,Super built-up  Area,Ready To Move,Ambalipura,SJodsed,1700.0,2.0,2.0,76.0,2.0
418,Super built-up  Area,Ready To Move,Ambalipura,,1060.0,2.0,1.0,58.5,2.0
419,Built-up  Area,Ready To Move,Ambalipura,,1650.0,3.0,3.0,100.0,3.0
420,Super built-up  Area,Ready To Move,Ambalipura,Dimes E,1607.0,2.0,2.0,112.0,3.0
421,Super built-up  Area,Ready To Move,Ambalipura,,1198.0,2.0,2.0,80.0,2.0
422,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1935.0,4.0,2.0,130.0,3.0
423,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1424.0,2.0,2.0,90.0,2.0
424,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,2225.0,4.0,2.0,169.0,3.0
425,Super built-up  Area,Ready To Move,Ambedkar Nagar,,1862.0,3.0,2.0,120.0,3.0
426,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1850.0,4.0,3.0,139.0,3.0
427,Super built-up  Area,Ready To Move,Ambedkar Nagar,,1936.0,4.0,2.0,126.0,3.0
428,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1862.0,3.0,2.0,119.0,3.0
429,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1424.0,2.0,2.0,90.0,2.0
430,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,2150.0,4.0,2.0,125.0,3.0
431,Built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,3530.0,4.0,2.0,290.0,4.0
432,Super built-up  Area,Ready To Move,Ambedkar Nagar,,1856.0,3.0,1.0,120.0,3.0
433,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1852.0,3.0,2.0,130.0,3.0
434,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1850.0,4.0,2.0,120.0,3.0
435,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1367.0,2.0,2.0,86.0,2.0
436,Plot  Area,18-Dec,Ambedkar Nagar,Thessrm,3565.0,4.0,3.0,255.0,4.0
437,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1409.0,2.0,2.0,95.0,2.0
438,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1950.0,4.0,2.0,120.0,3.0
439,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1921.0,4.0,3.0,129.0,3.0
440,Super built-up  Area,Ready To Move,Ambedkar Nagar,,1920.0,4.0,2.0,121.0,3.0
441,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1935.0,4.0,2.0,125.0,3.0
442,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1852.0,4.0,2.0,122.0,3.0
443,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1950.0,4.0,2.0,120.0,3.0
444,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1852.0,3.0,2.0,125.0,3.0
445,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1850.0,4.0,2.0,121.0,3.0
446,Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1425.0,2.0,1.0,94.0,2.0
447,Built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,2395.0,4.0,2.0,150.0,3.0
448,Super built-up  Area,Ready To Move,Amruthahalli,Prowsi ,900.0,2.0,1.0,40.0,2.0
449,Super built-up  Area,Ready To Move,Amruthahalli,Srncy R,1200.0,2.0,2.0,55.0,2.0
450,Built-up  Area,Ready To Move,Amruthahalli,,1900.0,3.0,1.0,135.0,3.0
451,Built-up  Area,Ready To Move,Amruthahalli,,924.0,2.0,1.0,45.0,2.0
452,Carpet  Area,Ready To Move,Amruthahalli,,900.0,2.0,1.0,60.0,2.0
453,Built-up  Area,Ready To Move,Amruthahalli,NCondia,1100.0,2.0,1.0,45.0,2.0
454,Super built-up  Area,Ready To Move,Amruthahalli,,1200.0,2.0,1.0,55.0,2.0
458,Super built-up  Area,Ready To Move,Amruthahalli,Prentra,1450.0,2.0,1.0,85.0,3.0
459,Super built-up  Area,Ready To Move,Amruthahalli,SuaveRa,1200.0,2.0,2.0,55.0,2.0
460,Super built-up  Area,Ready To Move,Amruthahalli,,1250.0,2.0,2.0,79.0,2.0
461,Super built-up  Area,Ready To Move,Amruthahalli,,1190.0,2.0,2.0,50.0,2.0
462,Super built-up  Area,Ready To Move,Amruthahalli,Veiewak,1202.0,2.0,1.0,65.0,2.0
463,Super built-up  Area,Ready To Move,Amruthahalli,,1340.0,2.0,1.0,75.0,2.0
464,Super built-up  Area,Ready To Move,Amruthahalli,,2650.0,4.0,0.0,175.0,3.0
465,Built-up  Area,Ready To Move,Amruthahalli,Prentra,1450.0,2.0,1.0,90.0,3.0
466,Super built-up  Area,Ready To Move,Amruthahalli,Srncy R,1025.0,2.0,1.0,42.0,2.0
467,Built-up  Area,Ready To Move,Amruthahalli,Prowsi ,485.0,1.0,1.0,19.5,1.0
468,Super built-up  Area,17-Jul,Anandapura,ViensRK,1167.0,2.0,1.0,43.76,2.0
469,Plot  Area,17-Dec,Anandapura,,1000.0,2.0,1.0,55.0,2.0
470,Super built-up  Area,17-Jul,Anandapura,ViensRK,1141.0,2.0,1.0,42.79,2.0
472,Plot  Area,Ready To Move,Anandapura,,1200.0,2.0,1.0,67.0,2.0
473,Plot  Area,Ready To Move,Anandapura,,1200.0,2.0,1.0,58.0,2.0
474,Super built-up  Area,Ready To Move,Anandapura,ViensRK,1151.0,2.0,1.0,43.1,2.0
475,Super built-up  Area,Ready To Move,Anandapura,ViensRK,1141.0,2.0,1.0,42.75,2.0
476,Plot  Area,Ready To Move,Anandapura,,900.0,2.0,0.0,48.0,2.0
477,Plot  Area,Ready To Move,Anandapura,,1749.0,4.0,0.0,90.0,4.0
478,Super built-up  Area,Ready To Move,Anandapura,ViensRK,1151.0,2.0,1.0,42.9,2.0
480,Built-up  Area,Ready To Move,Anandapura,LoLeoen,1250.0,2.0,2.0,45.0,2.0
481,Plot  Area,Ready To Move,Anandapura,,875.0,2.0,1.0,57.0,2.0
482,Super built-up  Area,17-Jul,Anandapura,ViensRK,1151.0,2.0,1.0,43.16,2.0
483,Built-up  Area,Ready To Move,Anandapura,,1200.0,2.0,0.0,58.0,2.0
484,Plot  Area,Ready To Move,Anandapura,,1200.0,2.0,0.0,66.0,3.0
485,Plot  Area,Ready To Move,Anandapura,,1415.0,2.0,1.0,74.0,3.0
486,Super built-up  Area,Ready To Move,Anandapura,LoLeoen,1200.0,2.0,1.0,50.0,2.0
487,Super built-up  Area,Ready To Move,Anandapura,ViensRK,1141.0,2.0,1.0,50.0,2.0
489,Super built-up  Area,18-Jun,Ananth Nagar,,500.0,1.0,1.0,14.0,1.0
490,Super built-up  Area,Ready To Move,Ananth Nagar,,1100.0,2.0,2.0,31.5,2.0
491,Super built-up  Area,18-May,Ananth Nagar,,982.0,2.0,2.0,24.55,2.0
492,Super built-up  Area,18-Jun,Ananth Nagar,,500.0,2.0,2.0,14.0,1.0
493,Super built-up  Area,18-Aug,Ananth Nagar,,900.0,2.0,2.0,22.5,2.0
494,Super built-up  Area,Ready To Move,Ananth Nagar,,908.0,2.0,1.0,26.0,2.0
495,Super built-up  Area,Ready To Move,Ananth Nagar,,870.0,2.0,2.0,36.0,2.0
496,Super built-up  Area,Ready To Move,Ananth Nagar,Patri M,937.0,2.0,1.0,35.0,2.0
497,Built-up  Area,Ready To Move,Ananth Nagar,Patri M,960.0,2.0,3.0,37.0,2.0
498,Super built-up  Area,18-Aug,Ananth Nagar,,500.0,1.0,1.0,14.0,1.0
499,Super built-up  Area,18-Apr,Ananth Nagar,,1000.0,2.0,1.0,29.7,2.0
500,Built-up  Area,Ready To Move,Ananth Nagar,,850.0,2.0,1.0,25.99,2.0
501,Super built-up  Area,Ready To Move,Ananth Nagar,,902.0,2.0,1.0,25.26,2.0
502,Built-up  Area,Ready To Move,Ananth Nagar,VmlleRo,1470.0,3.0,2.0,54.0,3.0
503,Built-up  Area,Ready To Move,Ananth Nagar,,810.0,2.0,1.0,25.5,2.0
504,Super built-up  Area,Ready To Move,Ananth Nagar,,890.0,2.0,1.0,27.0,2.0
505,Super built-up  Area,18-Aug,Ananth Nagar,,1200.0,2.0,1.0,36.0,2.0
507,Super built-up  Area,Ready To Move,Ananth Nagar,Patri M,1319.0,3.0,1.0,42.0,3.0
508,Super built-up  Area,18-Aug,Ananth Nagar,,1000.0,2.0,3.0,25.0,2.0
509,Super built-up  Area,Ready To Move,Ananth Nagar,,902.0,2.0,2.0,25.0,2.0
510,Super built-up  Area,Ready To Move,Ananth Nagar,,930.0,2.0,1.0,25.99,2.0
511,Super built-up  Area,18-May,Ananth Nagar,,1074.0,2.0,2.0,26.85,2.0
512,Super built-up  Area,18-Jun,Ananth Nagar,,500.0,1.0,1.0,14.0,1.0
513,Super built-up  Area,Ready To Move,Ananth Nagar,,1010.0,2.0,2.0,38.0,2.0
514,Super built-up  Area,18-May,Ananth Nagar,,992.0,2.0,2.0,24.8,2.0
516,Super built-up  Area,Ready To Move,Anekal,,656.0,2.0,1.0,22.0,2.0
517,Super built-up  Area,Ready To Move,Anekal,,620.0,2.0,1.0,22.0,2.0
518,Super built-up  Area,Ready To Move,Anekal,,600.0,1.0,1.0,16.5,1.0
519,Super built-up  Area,Ready To Move,Anekal,,925.0,2.0,1.0,40.0,2.0
520,Super built-up  Area,19-Oct,Anekal,,530.0,1.0,1.0,18.0,1.0
521,Plot  Area,Ready To Move,Anekal,,1800.0,3.0,2.0,68.0,3.0
523,Built-up  Area,Ready To Move,Anekal,,351.0,1.0,1.0,16.0,1.0
524,Super built-up  Area,Ready To Move,Anekal,Sraveks,1035.0,2.0,2.0,38.3,2.0
525,Super built-up  Area,Ready To Move,Anekal,,888.0,2.0,1.0,34.0,2.0
529,Plot  Area,Ready To Move,Anekal,,1200.0,2.0,1.0,36.0,4.0
530,Super built-up  Area,Ready To Move,Anekal,,766.0,2.0,2.0,28.0,2.0
531,Built-up  Area,Ready To Move,Anekal,,967.0,2.0,1.0,45.0,3.0
532,Built-up  Area,Ready To Move,Anekal,,620.0,1.0,1.0,23.5,2.0
533,Super built-up  Area,Ready To Move,Anekal,,1150.0,3.0,2.0,45.0,3.0
536,Built-up  Area,Ready To Move,Anekal,,400.0,1.0,1.0,11.5,1.0
537,Super built-up  Area,Ready To Move,Anekal,,456.0,1.0,1.0,15.0,1.0
540,Plot  Area,Ready To Move,Anekal,SRbiaxu,2400.0,4.0,0.0,95.0,3.0
544,Built-up  Area,Ready To Move,Anekal,,420.0,1.0,1.0,12.5,1.0
545,Super built-up  Area,Ready To Move,Anekal,,614.0,1.0,1.0,28.0,2.0
546,Super built-up  Area,18-May,Anekal,Aavelis,1140.0,2.0,2.0,52.0,2.0
547,Super built-up  Area,18-Jan,Anekal,,625.0,1.0,1.0,25.0,2.0
548,Built-up  Area,Ready To Move,Anjanapura,,1850.0,4.0,2.0,86.0,4.0
549,Super built-up  Area,18-Jul,Anjanapura,,1070.0,2.0,2.0,39.0,2.0
550,Plot  Area,18-Apr,Anjanapura,,1500.0,3.0,1.0,121.0,3.0
551,Super built-up  Area,18-Aug,Anjanapura,,1070.0,2.0,2.0,37.0,2.0
552,Super built-up  Area,Ready To Move,Anjanapura,ACopsva,950.0,2.0,1.0,40.0,2.0
553,Built-up  Area,Ready To Move,Anjanapura,ACopsva,1280.0,2.0,2.0,45.0,3.0
554,Super built-up  Area,Ready To Move,Anjanapura,,710.0,2.0,0.0,25.0,2.0
556,Built-up  Area,Ready To Move,Anjanapura,ACopsva,950.0,2.0,0.0,32.0,2.0
557,Super built-up  Area,Ready To Move,Anjanapura,,1800.0,4.0,2.0,55.0,4.0
558,Super built-up  Area,Ready To Move,Anjanapura,,1843.0,3.0,1.0,87.54,3.0
559,Super built-up  Area,19-Dec,Anjanapura,DSapeto,1076.0,2.0,1.0,30.13,2.0
560,Built-up  Area,Ready To Move,Anjanapura,ACopsva,950.0,2.0,0.0,30.0,2.0
561,Super built-up  Area,Ready To Move,Ardendale,SoystAm,1750.0,3.0,2.0,100.0,3.0
562,Built-up  Area,Ready To Move,Ardendale,AWharde,3198.0,4.0,3.0,200.0,4.0
563,Super built-up  Area,Ready To Move,Ardendale,AWharde,2422.0,4.0,2.0,160.0,4.0
564,Super built-up  Area,Ready To Move,Ardendale,SoystAm,1750.0,3.0,3.0,100.0,3.0
565,Plot  Area,Ready To Move,Ardendale,Aling10,3200.0,4.0,1.0,205.0,4.0
566,Super built-up  Area,Ready To Move,Ardendale,SoystAm,1728.0,3.0,2.0,95.0,3.0
567,Super built-up  Area,Ready To Move,Ardendale,AWharde,2062.0,3.0,2.0,140.0,4.0
568,Super built-up  Area,Ready To Move,Ardendale,SoystAm,1732.46,3.0,2.0,92.0,3.0
569,Super built-up  Area,Ready To Move,Ardendale,AWharde,2062.0,3.0,2.0,150.0,4.0
571,Super built-up  Area,Ready To Move,Ardendale,AWharde,1224.0,2.0,2.0,70.0,2.0
572,Super built-up  Area,Ready To Move,Ardendale,SoystAm,1777.26,3.0,2.0,105.0,3.0
573,Super built-up  Area,Ready To Move,Ardendale,Mahtsba,1650.0,3.0,3.0,82.0,3.0
574,Super built-up  Area,Ready To Move,Ardendale,AWharde,2062.0,3.0,2.0,140.0,4.0
575,Built-up  Area,Ready To Move,Ardendale,Mahtsba,1650.0,3.0,3.0,82.0,3.0
576,Super built-up  Area,Ready To Move,Ardendale,AWharde,1224.0,2.0,2.0,67.0,2.0
577,Super built-up  Area,Ready To Move,Ardendale,SoystAm,1723.0,3.0,2.0,95.0,3.0
578,Super built-up  Area,Ready To Move,Ardendale,SoystAm,1777.26,3.0,2.0,89.0,3.0
579,Super built-up  Area,Ready To Move,Ardendale,SoystAm,1777.26,3.0,2.0,92.0,3.0
580,Super built-up  Area,Ready To Move,Arekere,Amngsag,1222.0,2.0,2.0,45.0,2.0
581,Super built-up  Area,Ready To Move,Arekere,,2060.0,3.0,2.0,140.0,3.0
582,Built-up  Area,Ready To Move,Arekere,Prdowth,920.0,2.0,1.0,40.0,2.0
583,Built-up  Area,Ready To Move,Arekere,,1740.0,2.0,2.0,95.0,3.0
584,Built-up  Area,Ready To Move,Arekere,DancyRe,1190.0,2.0,2.0,55.0,2.0
585,Built-up  Area,Ready To Move,Arekere,,600.0,1.0,1.0,28.0,1.0
586,Super built-up  Area,18-Jul,Arekere,RRnumn ,2072.0,3.0,2.0,108.0,3.0
587,Super built-up  Area,Ready To Move,Arekere,Maierr ,1100.0,2.0,2.0,55.0,2.0
588,Super built-up  Area,Ready To Move,Arekere,,1445.0,2.0,2.0,125.0,3.0
589,Super built-up  Area,Ready To Move,Arekere,Chiteny,900.0,2.0,3.0,50.0,2.0
590,Super built-up  Area,Ready To Move,Arekere,,2060.0,3.0,2.0,150.0,3.0
592,Plot  Area,Ready To Move,Arekere,Vetanan,2400.0,3.0,1.0,180.0,3.0
593,Super built-up  Area,Ready To Move,Arekere,Nihtsss,1240.0,2.0,2.0,60.0,2.0
594,Super built-up  Area,Ready To Move,Arekere,Prdowth,900.0,2.0,1.0,44.5,2.0
595,Super built-up  Area,Ready To Move,Attibele,Jae 1hu,450.0,1.0,1.0,11.0,1.0
596,Built-up  Area,Ready To Move,Attibele,Natic T,1600.0,4.0,0.0,52.8,4.0
597,Built-up  Area,Ready To Move,Attibele,Jae 2hu,656.0,2.0,1.0,25.0,2.0
598,Built-up  Area,Ready To Move,Attibele,Jae 2hu,400.0,1.0,1.0,11.0,1.0
599,Built-up  Area,Ready To Move,Attibele,Jae 1hu,400.0,1.0,1.0,12.0,1.0
600,Built-up  Area,Ready To Move,Attibele,Jae 2hu,400.0,1.0,1.0,14.0,1.0
601,Super built-up  Area,Ready To Move,Attibele,Jae 1hu,500.0,1.0,1.0,17.0,1.0
602,Plot  Area,Ready To Move,Attibele,,2168.0,4.0,2.0,95.0,4.0
603,Built-up  Area,Ready To Move,Attibele,Jae 1hu,395.0,1.0,1.0,10.25,1.0
604,Built-up  Area,Ready To Move,Attibele,Jae 1hu,420.0,1.0,1.0,17.0,1.0
606,Built-up  Area,Ready To Move,Attibele,Jae 1hu,418.0,1.0,1.0,12.0,1.0
607,Built-up  Area,Ready To Move,Attibele,,1200.0,2.0,2.0,42.0,2.0
608,Super built-up  Area,Ready To Move,Attibele,Jae 1hu,400.0,1.0,1.0,10.0,1.0
609,Super built-up  Area,Ready To Move,Attibele,Inenshe,695.0,1.0,1.0,25.0,2.0
610,Super built-up  Area,Ready To Move,Attibele,Inenshe,850.0,1.0,1.0,25.0,2.0
611,Built-up  Area,Ready To Move,Attibele,,2400.0,3.0,3.0,120.0,3.0
612,Built-up  Area,Ready To Move,Attibele,Jae 1hu,450.0,1.0,1.0,12.5,1.0
616,Super built-up  Area,Ready To Move,Attibele,DSvar S,782.0,1.0,0.0,19.55,1.0
618,Super built-up  Area,Ready To Move,Attibele,Jae 2hu,656.0,2.0,1.0,25.0,2.0
619,Built-up  Area,Ready To Move,Attibele,Jae 2hu,400.0,1.0,1.0,11.5,1.0
620,Carpet  Area,Ready To Move,Attibele,Jae 1hu,460.0,1.0,1.0,13.0,1.0
621,Super built-up  Area,Ready To Move,Attibele,Jae 1hu,418.0,2.0,1.0,11.5,1.0
622,Plot  Area,18-Aug,Attibele,,1000.0,2.0,1.0,42.0,2.0
623,Super built-up  Area,Ready To Move,Attibele,Jae 1hu,550.0,1.0,1.0,11.5,1.0
